java.lang.NullPointerException
	at java.util.Collections.shuffle(Collections.java:440)
	at com.dabomstew.pkrandom.romhandlers.AbstractRomHandler.shuffleFieldItems(AbstractRomHandler.java:1600)
	at com.dabomstew.pkrandom.gui.RandomizerGUI.performRandomization(RandomizerGUI.java:1933)
	at com.dabomstew.pkrandom.gui.RandomizerGUI.saveROM(RandomizerGUI.java:1019)
	at com.dabomstew.pkrandom.gui.RandomizerGUI.saveROMButtonActionPerformed(RandomizerGUI.java:2495)
	at com.dabomstew.pkrandom.gui.RandomizerGUI.access$35(RandomizerGUI.java:2494)
	at com.dabomstew.pkrandom.gui.RandomizerGUI$33.actionPerformed(RandomizerGUI.java:4782)
	at javax.swing.AbstractButton.fireActionPerformed(AbstractButton.java:2028)
	at javax.swing.AbstractButton$Handler.actionPerformed(AbstractButton.java:2351)
	at javax.swing.DefaultButtonModel.fireActionPerformed(DefaultButtonModel.java:387)
	at javax.swing.DefaultButtonModel.setPressed(DefaultButtonModel.java:242)
	at javax.swing.plaf.basic.BasicButtonListener.mouseReleased(BasicButtonListener.java:236)
	at java.awt.Component.processMouseEvent(Component.java:6414)
	at javax.swing.JComponent.processMouseEvent(JComponent.java:3275)
	at java.awt.Component.processEvent(Component.java:6179)
	at java.awt.Container.processEvent(Container.java:2084)
	at java.awt.Component.dispatchEventImpl(Component.java:4776)
	at java.awt.Container.dispatchEventImpl(Container.java:2142)
	at java.awt.Component.dispatchEvent(Component.java:4604)
	at java.awt.LightweightDispatcher.retargetMouseEvent(Container.java:4618)
	at java.awt.LightweightDispatcher.processMouseEvent(Container.java:4279)
	at java.awt.LightweightDispatcher.dispatchEvent(Container.java:4209)
	at java.awt.Container.dispatchEventImpl(Container.java:2128)
	at java.awt.Window.dispatchEventImpl(Window.java:2492)
	at java.awt.Component.dispatchEvent(Component.java:4604)
	at java.awt.EventQueue.dispatchEventImpl(EventQueue.java:717)
	at java.awt.EventQueue.access$400(EventQueue.java:82)
	at java.awt.EventQueue$2.run(EventQueue.java:676)
	at java.awt.EventQueue$2.run(EventQueue.java:674)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.AccessControlContext$1.doIntersectionPrivilege(AccessControlContext.java:86)
	at java.security.AccessControlContext$1.doIntersectionPrivilege(AccessControlContext.java:97)
	at java.awt.EventQueue$3.run(EventQueue.java:690)
	at java.awt.EventQueue$3.run(EventQueue.java:688)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.AccessControlContext$1.doIntersectionPrivilege(AccessControlContext.java:86)
	at java.awt.EventQueue.dispatchEvent(EventQueue.java:687)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(EventDispatchThread.java:296)
	at java.awt.EventDispatchThread.pumpEventsForFilter(EventDispatchThread.java:211)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(EventDispatchThread.java:201)
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:196)
	at java.awt.EventDispatchThread.pumpEvents(EventDispatchThread.java:188)
	at java.awt.EventDispatchThread.run(EventDispatchThread.java:122)
--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
  1|BULBASAUR |GROUND/FIRE      |  74|  49|  28|  22| 100|  46|CHLOROPHYLL |-------     |
  2|IVYSAUR   |BUG              |  41|  70|  93|  71|  82|  48|LIQUID OOZE |VITAL SPIRIT|
  3|VENUSAUR  |STEEL            |  74| 135| 104|  53| 102|  57|NATURAL CURE|CUTE CHARM  |
  4|CHARMANDER|GRASS/GHOST      |  78|  79|  29|  42|  27|  54|AIR LOCK    |-------     |
  5|CHARMELEON|ELECTRIC         | 104|  28|  46|  94|  82|  51|THICK FAT   |-------     |
  6|CHARIZARD |DRAGON           |  75| 122|  78| 131|  77|  51|PURE POWER  |INNER FOCUS |
  7|SQUIRTLE  |ICE              |  45|  68|  20|  81|  20|  79|PLUS        |COLOR CHANGE|
  8|WARTORTLE |GRASS/DARK       | 110|  34|  70|  71|  37|  83|POISON POINT|WHITE SMOKE |
  9|BLASTOISE |GHOST            |  45| 143| 132|  65|  69|  78|ROUGH SKIN  |-------     |
 10|CATERPIE  |ELECTRIC         |  60|  22|  14|  25|  50|  24|AIR LOCK    |MAGMA ARMOR |
 11|METAPOD   |FIGHTING/PSYCHIC |  31|  20|  34|  59|  16|  45|HUGE POWER  |-------     |
 12|BUTTERFREE|NORMAL/ELECTRIC  | 107| 115|  57|  41|  20|  44|SHELL ARMOR |STICKY HOLD |SILVERPOWDER (rare)
 13|WEEDLE    |NORMAL/GHOST     |  21|  28|  45|  20|  28|  53|COLOR CHANGE|LIMBER      |
 14|KAKUNA    |POISON/WATER     |  66|  22|  18|  29|  61|  11|DROUGHT     |EFFECT SPORE|
 15|BEEDRILL  |FLYING           |  78|  88| 108|  28|  20|  63|PLUS        |-------     |POISON BARB (rare)
 16|PIDGEY    |ICE              |  43|  34|  31|  26|  26|  91|FLASH FIRE  |-------     |
 17|PIDGEOTTO |STEEL/GROUND     |  51| 126|  31|  42|  63|  36|SHADOW TAG  |-------     |
 18|PIDGEOT   |STEEL/FLYING     | 116|  81|  55|  39|  26| 152|HYPER CUTTER|GUTS        |
 19|RATTATA   |WATER            |  52|  25|  55|  50|  54|  18|OBLIVIOUS   |-------     |
 20|RATICATE  |WATER/STEEL      | 125|  85|  72|  19|  97|  14|BLAZE       |WATER VEIL  |ORAN BERRY (common), SITRUS BERRY (rare)
 21|SPEAROW   |ELECTRIC         |  40|  54|  51|  51|  13|  53|MINUS       |FLAME BODY  |
 22|FEAROW    |FIRE             |  94|  33| 131|  75|  36|  74|TORRENT     |BATTLE ARMOR|SHARP BEAK (rare)
 23|EKANS     |FIRE             |  60|  34|  57|  12|  86|  38|RAIN DISH   |-------     |
 24|ARBOK     |FIRE/NORMAL      | 182| 113|  16|  36|  45|  45|VOLT ABSORB |-------     |POISON BARB (rare)
 25|PIKACHU   |GRASS            |  53|  36|  46|  45|  72|  48|RUN AWAY    |LIGHTNINGROD|
 26|RAICHU    |GRASS            | 118|  42| 164|  12|  52|  87|ROUGH SKIN  |SUCTION CUPS|
 27|SANDSHREW |PSYCHIC          |  64|  28|  36|  69|  41|  62|LEVITATE    |INSOMNIA    |
 28|SANDSLASH |GRASS/FIRE       |  59| 124|  43|  58| 103|  63|SWARM       |-------     |SOFT SAND (rare)
 29|NIDORAN♀  |DARK/FLYING      |  50|  44|  58|  43|  55|  24|BATTLE ARMOR|-------     |
 30|NIDORINA  |FLYING/WATER     |  85|  25|  75|  30|  56|  94|INSOMNIA    |POISON POINT|
 31|NIDOQUEEN |DARK/GRASS       | 104| 124|  27|  31|  50| 158|SHED SKIN   |COLOR CHANGE|
 32|NIDORAN♂  |GROUND/WATER     | 101|  12|  54|  75|  12|  19|SERENE GRACE|ARENA TRAP  |
 33|NIDORINO  |WATER/POISON     |  21|  48|  81| 123|  25|  68|SPEED BOOST |SHED SKIN   |
 34|NIDOKING  |DRAGON           | 104|  35| 184|  18| 131|  22|INTIMIDATE  |GUTS        |
 35|CLEFAIRY  |GHOST/PSYCHIC    |  43|  51|  69|  19|  69|  71|HUSTLE      |SHELL ARMOR |MOON STONE (rare)
 36|CLEFABLE  |NORMAL           | 164|  17|  75| 118|  40|  59|SUCTION CUPS|-------     |MOON STONE (rare)
 37|VULPIX    |DRAGON/STEEL     |  69|  16|  40|  46|  59|  70|LIGHTNINGROD|CHLOROPHYLL |RAWST BERRY (common)
 38|NINETALES |ICE              | 117|  67|  60|  61| 110|  91|STICKY HOLD |-------     |RAWST BERRY (common)
 39|JIGGLYPUFF|GHOST/GROUND     |  60|  60|  60|  11|  33|  44|SYNCHRONIZE |-------     |ORAN BERRY (common)
 40|WIGGLYTUFF|FIGHTING         | 121|  36|  47|  12|  97| 112|HUSTLE      |-------     |ORAN BERRY (common)
 41|ZUBAT     |FLYING           |  60|  52|  19|  47|  26|  41|ARENA TRAP  |KEEN EYE    |
 42|GOLBAT    |POISON/ROCK      |  73|  99| 107|  58|  92|  26|MARVEL SCALE|-------     |
 43|ODDISH    |GHOST/STEEL      |  50|  64|  66|  50|  63|  28|FLAME BODY  |SUCTION CUPS|
 44|GLOOM     |ELECTRIC         |  95|  64|  63|  94|  63|  15|STURDY      |KEEN EYE    |
 45|VILEPLUME |FLYING/BUG       | 107| 115|  39|  86|  27| 107|STATIC      |-------     |
 46|PARAS     |ROCK/WATER       |  65|  67|  26|  63|  16|  49|VOLT ABSORB |-------     |TINYMUSHROOM (common), BIG MUSHROOM (rare)
 47|PARASECT  |FIRE             |  88|  79|  95|  21|  61|  60|SAND VEIL   |-------     |TINYMUSHROOM (common), BIG MUSHROOM (rare)
 48|VENONAT   |GRASS/STEEL      |  54|  63|  22|  62|  47|  56|SUCTION CUPS|-------     |
 49|VENOMOTH  |GROUND           | 107|  56|  49|  38|  75| 125|KEEN EYE    |CLEAR BODY  |SILVERPOWDER (rare)
 50|DIGLETT   |ICE              |  73|  35|  30|  11|  76|  39|PURE POWER  |-------     |
 51|DUGTRIO   |STEEL/ELECTRIC   | 105|  28|  56|  43|  79|  93|HUGE POWER  |VOLT ABSORB |
 52|MEOWTH    |FLYING/BUG       |  39|  19|  57|  59|  51|  65|AIR LOCK    |-------     |NUGGET (rare)
 53|PERSIAN   |ROCK             |  90|  48|  89|  66|  84|  64|LIGHTNINGROD|-------     |
 54|PSYDUCK   |GRASS/GHOST      |  90|  49|  42|  11|  48|  81|ROCK HEAD   |-------     |
 55|GOLDUCK   |ROCK             | 144| 123|  26|  44|  95|  67|AIR LOCK    |EFFECT SPORE|
 56|MANKEY    |ICE/GRASS        |  89|  93|  19|  79|  15|  11|SWIFT SWIM  |-------     |
 57|PRIMEAPE  |PSYCHIC/STEEL    |  55|  34|  76|  80|  21| 189|STICKY HOLD |-------     |
 58|GROWLITHE |GRASS/DARK       |  81|  64| 100|  31|  62|  12|GUTS        |-------     |RAWST BERRY (common)
 59|ARCANINE  |GHOST/FLYING     | 138| 139|  97|  58|  63|  60|CHLOROPHYLL |CACOPHONY   |RAWST BERRY (common)
 60|POLIWAG   |ICE              |  85|  48|  30|  73|  22|  43|EFFECT SPORE|LIQUID OOZE |
 61|POLIWHIRL |FLYING/POISON    |  21|  56|  71|  81|  92|  65|COLOR CHANGE|-------     |
 62|POLIWRATH |DRAGON           | 177|  60| 128|  28|  78|  28|SHED SKIN   |THICK FAT   |
 63|ABRA      |ROCK/NORMAL      |  61|  66|  19|  74|  58|  33|MAGNET PULL |LIGHTNINGROD|TWISTEDSPOON (rare)
 64|KADABRA   |ICE              |  77|  45|  56|  82|  68|  72|LIMBER      |PICKUP      |TWISTEDSPOON (rare)
 65|ALAKAZAM  |ICE/DARK         |  45| 165|  86|  33|  90|  70|POISON POINT|WATER VEIL  |TWISTEDSPOON (rare)
 66|MACHOP    |POISON           |  89|  56|  61|  41|  17|  41|SHED SKIN   |INSOMNIA    |
 67|MACHOKE   |GROUND           |  68|  83|  75|  49|  47|  83|TORRENT     |-------     |FOCUS BAND (rare)
 68|MACHAMP   |GRASS            | 140|  47|  22|  96|  62| 138|HUGE POWER  |BLAZE       |FOCUS BAND (rare)
 69|BELLSPROUT|FLYING           |  48|  41|  43|  45|  68|  55|SHELL ARMOR |-------     |
 70|WEEPINBELL|GHOST/ICE        |  85|  63|  71|  64|  33|  76|STURDY      |RUN AWAY    |
 71|VICTREEBEL|GROUND/NORMAL    | 123|  43| 105|  48| 123|  38|LIQUID OOZE |-------     |
 72|TENTACOOL |DRAGON           |  67|  31|  72|  56|  32|  75|COMPOUNDEYES|SAND STREAM |
 73|TENTACRUEL|FLYING           | 160|  57|  67| 105|  12| 113|CLOUD NINE  |-------     |
 74|GEODUDE   |WATER/FIGHTING   |  48|  81|  43|  39|  47|  41|INNER FOCUS |-------     |
 75|GRAVELER  |POISON/GROUND    |  48|  33|  29| 134|  18| 129|WHITE SMOKE |FORECAST    |HARD STONE (rare)
 76|GOLEM     |DARK/FIRE        |  34|  63|  14| 142| 114| 118|SERENE GRACE|-------     |HARD STONE (rare)
 77|PONYTA    |GROUND           | 115|  60|  48|  49|  74|  63|LIGHTNINGROD|-------     |
 78|RAPIDASH  |NORMAL           | 122|  52| 148|  16|  20| 142|POISON POINT|STENCH      |
 79|SLOWPOKE  |GROUND/GRASS     |  32|  68|  55|  39|  24|  96|PRESSURE    |DRIZZLE     |
 80|SLOWBRO   |NORMAL           |  25| 123|  94|  66|  45| 138|INSOMNIA    |INNER FOCUS |
 81|MAGNEMITE |ICE/GRASS        |  75|  54|  43|  32|  34|  87|KEEN EYE    |-------     |
 82|MAGNETON  |GRASS            |  23|  82| 114| 115|  75|  56|CHLOROPHYLL |PICKUP      |MAGNET (rare)
 83|FARFETCH’D|GHOST/DARK       |  68| 138|  27|  38|  23|  57|LIQUID OOZE |MINUS       |STICK (rare)
 84|DODUO     |GRASS/FLYING     |  50|  66|  60|  54|  39|  42|SUCTION CUPS|-------     |
 85|DODRIO    |GHOST/DARK       |  26|  91|  58| 158|  50|  76|DROUGHT     |OVERGROW    |SHARP BEAK (rare)
 86|SEEL      |DARK             |  65|  84|  16|  40|  52|  68|SERENE GRACE|SHELL ARMOR |ASPEAR BERRY (common)
 87|DEWGONG   |WATER            | 122|  37| 160|  67|  70|  19|OVERGROW    |-------     |ASPEAR BERRY (common), NEVERMELTICE (rare)
 88|GRIMER    |POISON/WATER     |  39|  47|  91|  69|  48|  31|ILLUMINATE  |STURDY      |
 89|MUK       |FLYING/GRASS     |  71| 101|  93|  88|  45| 102|RAIN DISH   |-------     |
